Callsign,Frequency,,,,,,,,,,
W2NAF,15 MHz,,,,,,,,,,
Hour (UTC),Date,Date,Date,Date,Date,Date,Date,,,,
Date,5/8/2024,5/9/2024,5/14/2024,5/20/2024,5/25/2024,5/28/2024,5/29/2024,,,,
Hour (UTC),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),AVG Doppler (Hz),STDEV,AVG - STDEV,AVG + STDEV
2.7,-0.107940003,-0.855970025,-0.195449993,-0.01549,0.041230001,-0.561720014,-0.331440002,-0.289540005,0.322238066,-0.611778071,0.032698061
2.71667,-0.10881,-0.858410001,-0.202749997,-0.060120001,-0.038120002,-0.60650003,-0.219500005,-0.299172862,0.312082837,-0.611255699,0.012909975
2.73333,-0.093350001,-0.621609986,-0.284049988,-0.02843,-0.02022,-0.698170006,-0.239710003,-0.283648569,0.276502373,-0.560150942,-0.007146196
2.75,-0.108829997,-0.121789999,-0.306160003,0.018999999,-0.147159994,-0.437900007,-0.286760002,-0.198514286,0.153057748,-0.351572034,-0.045456538
2.76667,-0.1875,-0.127700001,-0.254689991,0.043079998,-0.128590003,-0.238089994,-0.258320004,-0.164544285,0.106937774,-0.271482059,-0.057606511
2.78333,-0.143830001,-0.202429995,-0.201189995,0.053690001,-0.372960001,-0.194949999,-0.27899,-0.191522856,0.131147536,-0.322670392,-0.06037532
2.8,-0.156489998,-0.279909998,-0.056639999,-0.04685,-0.347000003,-0.133970007,-0.234300002,-0.179308573,0.11286736,-0.292175932,-0.066441213
2.81667,-0.194700003,-0.19991,-0.07987,-0.267019987,-0.565630019,0.00946,-0.23195,-0.218517144,0.180337834,-0.398854978,-0.03817931
2.83333,-0.211779997,-0.145520002,-0.10971,-0.518599987,-0.581820011,0.01226,-0.308400005,-0.266224286,0.217813709,-0.484037995,-0.048410577
2.85,-0.272740006,-0.203459993,-0.00779,-0.298049986,-0.45708999,-0.026969999,-0.258150011,-0.217749998,0.157624128,-0.375374126,-0.06012587
2.86667,-0.317779988,-0.424849987,-0.019710001,-0.414319992,-0.398259997,0.07085,-0.232759997,-0.248118566,0.200166338,-0.448284904,-0.047952228
2.88333,-0.317479998,-0.380070001,-0.039179999,-0.41881001,-0.394320011,0.043740001,-0.206660002,-0.24468286,0.184031498,-0.428714358,-0.060651363
2.9,-0.323579997,-0.432960004,-0.096519999,-0.593079984,0.055050001,0.058979999,-0.178680003,-0.215827141,0.246841569,-0.46266871,0.031014428
2.91667,-0.305570006,-0.463539988,-0.071120001,-0.36074999,0.179419994,-0.04764,-0.063730001,-0.161847142,0.223085221,-0.384932363,0.061238079
2.93333,-0.303140014,-0.251230001,0.027729999,-0.325300008,0.065580003,-0.12748,-0.0022,-0.13086286,0.164458982,-0.295321842,0.033596121
2.95,-0.332190007,-0.172810003,-0.01044,-0.287889987,0.119589999,-0.125499994,0.049559999,-0.108525713,0.169934562,-0.278460276,0.061408849
2.96667,-0.302069992,-0.292149991,-0.202759996,-0.333959997,0.156189993,-0.088059999,0.037310001,-0.146499997,0.188213071,-0.334713069,0.041713074
2.98333,-0.248040006,-0.261990011,-0.366670012,-0.295619994,0.301499993,-0.098690003,-0.031939998,-0.14306429,0.227446359,-0.370510649,0.084382069
3,-0.336989999,-0.368539989,-0.436390013,-0.173600003,0.342759997,-0.154300004,-0.045469999,-0.167504287,0.263601281,-0.431105568,0.096096993
3.01667,-0.235620007,-0.422230005,-0.333189994,-0.185609996,0.134910002,-0.107189998,-0.168510005,-0.188205715,0.17766912,-0.365874834,-0.010536595
3.03333,-0.256269991,-0.280369997,-0.461789995,-0.078720003,0.326649994,-0.128729999,-0.100060001,-0.139898571,0.244952665,-0.384851235,0.105054094
3.05,-0.289849997,-0.28926,-0.232679993,-0.058770001,0.300660014,-0.052310001,-0.171639994,-0.113407139,0.20730134,-0.320708479,0.093894202
3.06667,-0.348170012,-0.340200007,-0.126519993,-0.047419999,0.241940007,-0.046009999,-0.059360001,-0.103677143,0.201720604,-0.305397748,0.098043461
3.08333,-0.319869995,-0.400350004,0.095059998,-0.06656,0.29629001,-0.033670001,-0.076010004,-0.072158571,0.236048908,-0.308207479,0.163890337
3.1,-0.300689995,-0.503970027,0.069940001,-0.078319997,0.283520013,0.127839997,-0.01983,-0.060215715,0.266822117,-0.327037832,0.206606401
3.11667,-0.234679997,-0.436540008,-0.04668,-0.065200001,0.30151999,0.237609997,-0.117650002,-0.051660003,0.256451746,-0.308111749,0.204791743
3.13333,-0.186900005,-0.530510008,-0.207900003,-0.065169998,0.368250012,0.448260009,-0.25582999,-0.061399997,0.351057069,-0.412457066,0.289657072
3.15,-0.258370012,-0.601620018,-0.09911,-0.144040003,0.35413,0.378170013,-0.111790001,-0.068947146,0.343247647,-0.412194793,0.274300501
3.16667,-0.231319994,-0.60680002,-0.070940003,-0.154200003,0.298700005,0.349310011,-0.049679998,-0.066418572,0.324898092,-0.391316663,0.25847952
3.18333,-0.267729998,-0.559199989,-0.264180005,-0.200890005,0.184520006,0.367709994,-0.070139997,-0.115701427,0.309570131,-0.425271559,0.193868704
3.2,-0.267670006,-0.533159971,-0.212579995,-0.525789976,0.089440003,0.328009993,-0.176070005,-0.185402851,0.311855558,-0.49725841,0.126452707
3.21667,-0.271950006,-0.48021999,-0.239910007,-0.447409987,0.055629998,0.191080004,-0.419450015,-0.230318572,0.260294263,-0.490612835,0.029975691
3.23333,-0.224140003,-0.372339994,-0.20589,-0.404280007,-0.00687,0.110809997,-0.418650001,-0.217337144,0.204798545,-0.422135689,-0.012538599
3.25,-0.184689999,-0.120310001,-0.254759997,-0.426299989,-0.059220001,-0.04383,-0.257340014,-0.19235,0.134090474,-0.326440474,-0.058259526
3.26667,-0.181439996,-0.241469994,-0.406100005,-0.467599988,-0.139200002,-0.063560002,-0.302379996,-0.257392855,0.144849231,-0.402242085,-0.112543624
3.28333,-0.173339993,-0.218810007,-0.231720001,-0.407599986,-0.175909996,-0.037330002,-0.354449987,-0.228451424,0.122745506,-0.35119693,-0.105705919
3.3,-0.204139993,-0.196630001,-0.165720001,-0.370220006,-0.199159995,-0.161520004,-0.351669997,-0.235579999,0.087370966,-0.322950965,-0.148209033
3.31667,-0.184389994,-0.133880004,-0.333909988,-0.351020008,-0.276430011,-0.156979993,-0.339040011,-0.253664287,0.093291529,-0.346955816,-0.160372758
3.33333,-0.096390001,-0.222880006,-0.339560002,-0.341309994,-0.263289988,-0.108489998,-0.373299986,-0.249317139,0.112613914,-0.361931053,-0.136703225
3.35,-0.12951,-0.328040004,-0.26414001,-0.362509996,-0.224559993,-0.214479998,-0.385410011,-0.272664287,0.09139253,-0.364056817,-0.181271757
3.36667,-0.133670002,-0.302439988,-0.585169971,-0.323830009,-0.195020005,-0.159869999,-0.43689999,-0.305271423,0.162668227,-0.46793965,-0.142603197
3.38333,-0.025180001,-0.433730006,-0.568449974,-0.264050007,-0.137850001,-0.08867,-0.494489998,-0.28748857,0.213873458,-0.501362027,-0.073615112
3.4,-0.064400002,-0.395770013,-0.606899977,-0.282629997,-0.156149998,-0.11028,-0.52226001,-0.305484285,0.210176132,-0.515660417,-0.095308153
3.41667,-0.052310001,-0.284159988,-0.526910007,-0.285369992,-0.049460001,0.00091,-0.503740013,-0.243005715,0.21809482,-0.461100534,-0.024910895
3.43333,-0.046410002,-0.255609989,-0.445010006,-0.238940001,-0.05531,0.059780002,-0.473219991,-0.207817141,0.204479355,-0.412296496,-0.003337786
3.45,-0.070100002,-0.244330004,-0.437999994,-0.199499995,-0.151020005,0.127890006,-0.335810006,-0.187267143,0.183804144,-0.371071286,-0.003462999
3.46667,-0.248940006,-0.157780007,-0.449510008,-0.215949997,-0.265789986,0.135100007,-0.281210005,-0.212011429,0.177432043,-0.389443472,-0.034579386
3.48333,-0.19325,-0.108060002,-0.403189987,-0.107979998,-0.371270001,0.076420002,-0.243599996,-0.192989998,0.16610779,-0.359097787,-0.026882208
3.5,-0.21198,-0.097110003,-0.388190001,-0.076690003,-0.362529993,0.046980001,-0.243379995,-0.190414285,0.158116226,-0.348530511,-0.032298059
3.51667,-0.182060003,-0.204060003,-0.258320004,-0.151160002,-0.285340011,-0.01311,-0.223879993,-0.188275717,0.089390275,-0.277665991,-0.098885442
3.53333,-0.143690005,-0.239739999,-0.226040006,-0.240400001,-0.355069995,-0.225360006,-0.226500005,-0.236685717,0.061956323,-0.29864204,-0.174729393
3.55,-0.195629999,-0.271459997,-0.200320005,-0.345710009,-0.402920008,-0.182830006,-0.203539997,-0.257487146,0.086320723,-0.343807869,-0.171166423
3.56667,-0.158610001,-0.200220004,-0.267949998,-0.346150011,-0.424890012,-0.290459991,-0.221640006,-0.272845717,0.091078296,-0.363924013,-0.181767422
3.58333,-0.169870004,-0.1875,-0.24346,-0.322129995,-0.635959983,-0.286839992,-0.16516,-0.287274282,0.16500863,-0.452282912,-0.122265652
3.6,-0.115319997,-0.105219997,-0.209439993,-0.426660001,-0.541509986,-0.37033999,-0.229599997,-0.285441423,0.164841897,-0.45028332,-0.120599526
3.61667,-0.208900005,-0.335269988,-0.04569,-0.425850004,-0.496369988,-0.426270008,-0.131620005,-0.29571,0.169697408,-0.465407408,-0.126012591
3.63333,-0.155029997,-0.511009991,-0.090559997,-0.320520014,-0.460099995,-0.284869999,-0.126289994,-0.278339998,0.164610503,-0.442950501,-0.113729495
3.65,-0.119000003,-0.268720001,-0.04191,-0.26651001,-0.411330014,-0.299419999,-0.12139,-0.218325718,0.128499603,-0.346825321,-0.089826116
3.66667,-0.089100003,-0.476909995,-0.082280003,-0.252240002,-0.308530003,-0.465020001,-0.076080002,-0.250022858,0.1757932,-0.425816058,-0.074229659
3.68333,-0.02304,-0.390929997,-0.280979991,-0.21796,-0.364719987,-0.429329991,-0.118409999,-0.260767138,0.150101498,-0.410868636,-0.11066564
3.7,-0.055410001,-0.135299996,-0.151820004,-0.196799994,-0.420850009,-0.159710005,-0.0363,-0.165170001,0.126575214,-0.291745215,-0.038594787
3.71667,-0.162489995,0.202040002,-0.202250004,-0.227039993,-0.336270005,-0.193519995,-0.031580001,-0.135872856,0.174150392,-0.310023247,0.038277536
3.73333,-0.227489993,0.338090003,-0.330760002,-0.242719993,-0.351940006,-0.202800006,-0.152810007,-0.167204286,0.23345639,-0.400660676,0.066252103
3.75,-0.282929987,0.373129994,-0.473100007,-0.212630004,-0.475239992,-0.140410006,-0.098870002,-0.18715,0.28823542,-0.47538542,0.101085419
3.76667,-0.248380005,0.140819997,-0.211630002,-0.180519998,-0.153689995,-0.206290007,-0.262430012,-0.16030286,0.137879337,-0.298182197,-0.022423523
3.78333,-0.311269999,0.12212,-0.211050004,-0.171729997,0.067910001,-0.107989997,-0.176599994,-0.11265857,0.155162868,-0.267821438,0.042504299
3.8,-0.186379999,0.036210001,-0.310499996,-0.228300005,0.03441,-0.073689997,-0.04256,-0.110115714,0.134243021,-0.244358735,0.024127307
3.81667,-0.308169991,0.169259995,-0.414130002,-0.19619,-0.053860001,-0.137769997,-0.289110005,-0.17571,0.19276925,-0.36847925,0.01705925
3.83333,-0.145190001,0.251590014,-0.680639982,-0.175809994,-0.092479996,-0.071829997,-0.245350003,-0.165672851,0.276987929,-0.44266078,0.111315078
3.85,-0.172739998,0.219799995,-0.456559986,-0.242009997,-0.156289995,-0.256720006,-0.131899998,-0.170917141,0.203473035,-0.374390175,0.032555894
3.86667,-0.145799994,0.14869,-0.570689976,-0.281349987,-0.280900002,-0.097539999,-0.259030014,-0.212374282,0.219091602,-0.431465884,0.00671732
3.88333,-0.184829995,0.120059997,-0.634270012,-0.202900007,-0.244910002,-0.173150003,-0.301490009,-0.231641433,0.222597235,-0.454238668,-0.009044198
3.9,-0.235579997,0.09815,-0.645489991,-0.164470002,-0.245690003,-0.170900002,-0.327809989,-0.241684284,0.222482132,-0.464166416,-0.019202151
3.91667,-0.278629988,0.121310003,-0.658630013,-0.166449994,-0.366899997,-0.25345999,-0.344260007,-0.278145712,0.234402484,-0.512548197,-0.043743228
3.93333,-0.288069993,0.03221,-0.577790022,-0.155499995,-0.360879987,-0.503499985,-0.481819987,-0.333621424,0.215568118,-0.549189542,-0.118053307
3.95,-0.27015999,-0.034460001,-0.502579987,-0.141139999,-0.355940014,-0.412730008,-0.265029997,-0.283148571,0.159556424,-0.442704995,-0.123592147
3.96667,-0.278840005,-0.070529997,-0.536059976,-0.101580001,-0.36443001,-0.956120014,-0.258040011,-0.366514288,0.303763977,-0.670278265,-0.062750311
3.98333,-0.422789991,-0.02997,-0.485590011,-0.052129999,-0.399340004,-0.742659986,-0.401069999,-0.361935713,0.249351154,-0.611286867,-0.112584558
4,-0.323909998,-0.072389998,-0.46965,-0.096029997,-0.43908,-0.597570002,-0.264510006,-0.323305714,0.194983539,-0.518289254,-0.128322175
4.01667,-0.351740003,-0.096490003,-0.380080014,-0.071110003,-0.357919991,-0.383359998,-0.292730004,-0.276204288,0.134962712,-0.411167,-0.141241576
4.03333,-0.232130006,-0.168679997,-0.379209995,-0.05381,-0.461400002,-0.461750001,-0.271990001,-0.289852858,0.153303539,-0.443156397,-0.136549319
4.05,-0.374060005,0.420139998,-0.332459986,0.00948,-0.432889998,-0.404449999,-0.19754,-0.187397142,0.308553021,-0.495950163,0.12115588
4.06667,-0.280750006,0.107960001,-0.251619995,0.053630002,-0.41268,-0.356940001,-0.081409998,-0.174544285,0.203200766,-0.377745052,0.028656481
4.08333,-0.205530003,-0.040150002,-0.191530004,0.02303,-0.324090004,-0.424400002,-0.210580006,-0.196178574,0.153384119,-0.349562693,-0.042794455
4.1,-0.131779999,-0.130150005,-0.208330005,-0.085709997,-0.297780007,-0.505970001,-0.152099997,-0.215974287,0.145115656,-0.361089943,-0.070858632
4.11667,-0.165619999,-0.097989999,-0.213290006,-0.083920002,-0.30298999,-0.153659999,-0.103650004,-0.16016,0.077638362,-0.237798361,-0.082521638
4.13333,-0.167850003,-0.20758,-0.198770002,0.047189999,-0.256480008,-0.333999991,-0.165140003,-0.183232858,0.117323439,-0.300556298,-0.065909419
4.15,-0.196209997,-0.227709994,-0.206670001,0.159109995,-0.282110006,-0.601499975,-0.078610003,-0.204814283,0.228146246,-0.432960529,0.023331963
4.16667,-0.247639999,-0.234850004,-0.083590001,0.11135,-0.231910005,-0.320230007,-0.035939999,-0.148972859,0.151732773,-0.300705632,0.002759913
4.18333,-0.201210007,-0.201959997,-0.044130001,0.082309999,-0.226119995,-0.289920002,-0.099799998,-0.140118572,0.127610802,-0.267729374,-0.01250777
4.2,-0.220410004,-0.077,-0.035610002,-0.00862,-0.145630002,-0.359759986,-0.078929998,-0.132279999,0.122631732,-0.254911731,-0.009648267
4.21667,-0.278629988,-0.055769999,-0.143999994,-0.069580004,-0.075130001,-0.284889996,-0.0792,-0.141028569,0.10014856,-0.241177129,-0.040880008
4.23333,-0.213049993,-0.07886,-0.125919998,-0.182229996,-0.167060003,-0.167960003,-0.0964,-0.147354285,0.04846371,-0.195817995,-0.098890575
4.25,-0.280719995,-0.089950003,-0.274729997,-0.119269997,-0.080899999,-0.155399993,-0.114330001,-0.159328569,0.084323571,-0.243652141,-0.075004998
4.26667,-0.290369987,-0.094690003,-0.312849998,-0.042720001,-0.095349997,-0.214880005,-0.120229997,-0.16729857,0.105498544,-0.272797114,-0.061800026
4.28333,-0.255780011,-0.109609999,-0.67632997,-0.043669999,-0.088349998,-0.167659998,-0.196909994,-0.219758567,0.213463272,-0.433221839,-0.006295295
4.3,-0.324360013,-0.199410006,-0.834209979,-0.01236,-0.136790007,-0.153400004,-0.22992,-0.270064287,0.266331894,-0.536396181,-0.003732393
4.31667,-0.405800015,-0.316529989,-1.036440015,0.056480002,-0.168410003,-0.295450002,-0.225140005,-0.341612861,0.33953596,-0.681148821,-0.002076901
4.33333,-0.487129986,-0.477039993,-0.840309978,0.01239,-0.177790001,-0.26324001,-0.227909997,-0.351575709,0.2765099,-0.628085609,-0.07506581
4.35,-0.47183001,-0.406910002,-0.771950006,-0.033209998,-0.183479995,-0.350080013,-0.292710006,-0.358595719,0.233442666,-0.592038385,-0.125153053
4.36667,-0.476660013,-0.452380002,-0.756600022,-0.038389999,-0.335599989,-0.295619994,-0.275449991,-0.375814287,0.220985068,-0.596799355,-0.154829219
4.38333,-0.487870008,-0.516200006,-0.686190009,-0.03008,-0.378360003,-0.297490001,-0.306529999,-0.386102861,0.207497158,-0.593600019,-0.178605702
4.4,-0.54035002,-0.174500003,-0.694130003,-0.081359997,-0.445089996,-0.333990008,-0.326660007,-0.370868576,0.209928952,-0.580797528,-0.160939624
4.41667,-0.514919996,0.02086,-0.593420029,-0.144270003,-0.544770002,-0.358570009,-0.099310003,-0.319200006,0.24512843,-0.564328436,-0.074071576
4.43333,-0.49188,0.252840012,-0.623539984,-0.023539999,-0.574819982,-0.395590007,-0.470869988,-0.332485707,0.324045018,-0.656530725,-0.008440689
4.45,-0.490229994,0.268260002,-0.619759977,-0.132780001,-0.510460019,-0.405530006,-0.511669993,-0.343167141,0.309974791,-0.653141932,-0.03319235
4.46667,-0.381359994,0.130710006,-0.555029988,-0.214430004,-0.379830003,-0.497009993,-0.58592999,-0.354697138,0.248492912,-0.60319005,-0.106204226
4.48333,-0.389479995,0.174040005,-0.480870008,-0.174600005,-0.365779996,-0.903599977,-0.389010012,-0.36132857,0.324400494,-0.685729064,-0.036928076
4.5,-0.335599989,0.101499997,-0.399399996,-0.184499994,-0.374659985,-0.521309972,-0.315459996,-0.289918562,0.199904143,-0.489822705,-0.090014419
4.51667,-0.30182001,0.09499,-0.312720001,-0.458440006,-0.280990005,-0.680599988,-0.34314999,-0.326104285,0.232233741,-0.558338026,-0.093870545
4.53333,-0.280790001,0.00291,-0.160180002,-0.221330002,-0.221300006,-0.552850008,-0.371399999,-0.257848574,0.173517371,-0.431365945,-0.084331203
4.55,-0.274129987,-0.061519999,-0.13346,-0.470459998,-0.310030013,-0.718119979,-0.216700003,-0.312059997,0.221803161,-0.533863158,-0.090256836
4.56667,-0.225950003,-0.035289999,-0.140980005,-0.39903,-0.272879988,-0.661419988,-0.291700006,-0.289607141,0.200549993,-0.490157134,-0.089057148
4.58333,-0.212359995,0.05528,-0.09403,-0.354360014,-0.226879999,-0.776470006,-0.34145999,-0.278611429,0.261460684,-0.540072113,-0.017150745
4.6,-0.227689996,0.160290003,-0.103430003,-0.384799987,-0.233019993,-0.569010019,-0.403519988,-0.251597141,0.235971632,-0.487568773,-0.015625508
4.61667,-0.153280005,0.209629998,-0.172059998,-0.343349993,-0.212029994,-0.626380026,-0.309540004,-0.22957286,0.251373274,-0.480946135,0.021800414
4.63333,-0.109229997,0.131860003,-0.162320003,-0.429809988,-0.220809996,-0.610140026,-0.276899993,-0.239621429,0.236704869,-0.476326297,-0.00291656
4.65,-0.130119994,0.027869999,-0.331050009,-0.240189999,-0.10328,-0.509459972,-0.253230006,-0.219922854,0.173576361,-0.393499215,-0.046346494
4.66667,-0.143580005,-0.092040002,-0.370900005,-0.137130007,-0.066,-0.464709997,-0.149240002,-0.203371431,0.151944298,-0.35531573,-0.051427133
4.68333,-0.108580001,-0.280209988,-0.443069994,-0.048930001,-0.093489997,-0.433899999,-0.249589995,-0.236824282,0.161098825,-0.397923107,-0.075725457
4.7,-0.163910002,-0.02785,-0.415659994,-0.01375,-0.090149999,-0.297509998,-0.210679993,-0.174215712,0.146726437,-0.320942149,-0.027489275
4.71667,-0.331140012,-0.027279999,-0.360399991,-0.079290003,-0.104149997,-0.340169996,-0.254260004,-0.213812857,0.140102579,-0.353915436,-0.073710278
4.73333,-0.270090014,-0.232390001,-0.512139976,0.016690001,-0.127250001,-0.338589996,-0.214670002,-0.239777141,0.165321432,-0.405098573,-0.07445571
4.75,-0.363020003,-0.332969993,-0.514670014,-0.02743,-0.1008,-0.237570003,-0.286339998,-0.266114287,0.16389184,-0.430006127,-0.102222448
4.76667,-0.252009988,-0.445140004,-0.540480018,-0.141639993,-0.145339996,-0.427639991,-0.393480003,-0.335104285,0.156312301,-0.491416585,-0.178791984
4.78333,-0.16663,-0.136089996,-0.568949997,-0.287349999,-0.170019999,-0.59059,-0.439619988,-0.337035711,0.195097306,-0.532133017,-0.141938405
4.8,-0.239789993,-0.189840004,-0.59799999,-0.383789986,-0.192499995,-0.569369972,-0.418729991,-0.370288561,0.170887437,-0.541175998,-0.199401125
4.81667,-0.197899997,-0.265540004,-0.679270029,-0.37549001,-0.239020005,-0.525470018,-0.368809998,-0.378785723,0.171753783,-0.550539506,-0.20703194
4.83333,-0.211070001,-0.225700006,-0.697910011,-0.575100005,-0.219860002,-0.51797998,-0.34830001,-0.399417145,0.197705852,-0.597122997,-0.201711293
4.85,-0.146730006,-0.200739995,-0.678550005,-0.494109988,-0.208240002,-0.594299972,-0.327499986,-0.378595708,0.210899129,-0.589494837,-0.167696578
4.86667,-0.153280005,-0.030060001,-0.684490025,-0.610689998,-0.189610004,-0.514549971,-0.239539996,-0.346031428,0.253573139,-0.599604567,-0.09245829
4.88333,-0.194749996,0.296550006,-0.585389972,-0.916010022,-0.242829993,-0.415430009,-0.178479999,-0.319477141,0.377838005,-0.697315146,0.058360865
4.9,-0.200230002,0.24955,-0.533110023,-1.115200043,-0.214959994,-0.420769989,-0.123510003,-0.336890008,0.423141121,-0.760031129,0.086251113
4.91667,-0.175689995,0.247089997,-0.31389001,-1.239549994,-0.208790004,-0.479689986,-0.127179995,-0.328242855,0.458729852,-0.786972707,0.130486997
4.93333,-0.150189996,0.335570008,-0.161699995,-1.24059999,-0.207080007,-0.535679996,-0.178420007,-0.305442855,0.484596226,-0.79003908,0.179153371
4.95,-0.11084,0.253829986,-0.206310004,-1.157119989,-0.186949998,-0.577950001,-0.262270004,-0.321087144,0.442396699,-0.763483843,0.121309555
4.96667,-0.147860005,0.162359998,-0.148680001,-1.151960015,-0.283529997,-0.523649991,-0.233590007,-0.332415717,0.414930189,-0.747345906,0.082514472
4.98333,-0.130850002,0.245370001,-0.02351,-1.050760031,-0.190699995,-0.591199994,-0.262479991,-0.286304287,0.420905012,-0.707209299,0.134600725
5,-0.134509996,0.268709987,-0.170169994,-0.922959983,-0.247639999,-0.674619973,-0.320430011,-0.314517138,0.386819685,-0.701336823,0.072302546
5.01667,-0.170169994,0.128839999,-0.151679993,-0.741450012,-0.327639997,-0.531939983,-0.307999998,-0.300291425,0.280553038,-0.580844464,-0.019738387
5.03333,-0.14531,0.254339993,-0.307150006,-0.830320001,-0.280019999,-0.621020019,-0.406179994,-0.333665718,0.34624313,-0.679908848,0.012577412
5.05,-0.153950006,0.295529991,-0.330139995,-0.869340003,-0.319759995,-0.630599976,-0.48269999,-0.355851425,0.37019667,-0.726048094,0.014345245
5.06667,-0.135969996,0.03799,-0.45025,-0.945479989,-0.342640013,-0.629599988,-0.549459994,-0.430772854,0.324893931,-0.755666785,-0.105878924
5.08333,-0.192090005,0.03043,-0.493449986,-1.046830058,-0.325450003,-0.595879972,-0.501850009,-0.446445719,0.340298455,-0.786744174,-0.106147264
5.1,-0.16189,-0.04944,-0.429839998,-1.183689952,-0.315200001,-0.595009983,-0.559019983,-0.470584274,0.371994929,-0.842579203,-0.098589345
5.11667,-0.14384,-0.100309998,-0.475039989,-1.164590001,-0.321260005,-0.612689972,-0.646780014,-0.494929997,0.363986348,-0.858916345,-0.130943649
